dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR003_sl1000_mr1_nv10_4,1.0,0.621,0.766,0.84,0.724,0.778,0.724,0.724,0.724,0.8,0.69,0.741,0.957,0.759,0.846
SIR003_sl500_mr05_nv10_9,1.0,0.429,0.6,1.0,0.429,0.6,0.857,0.857,0.857,0.857,0.857,0.857,1.0,0.714,0.833
SIR003_sl250_mr05_nv10_13,0.0,0.0,0,1.0,0.143,0.25,0.125,0.143,0.133,0.2,0.143,0.167,0,0,0
SEIR015_sl250_mr025_nv10_1,0.478,0.647,0.55,0.8,0.235,0.364,0.538,0.824,0.651,0.538,0.824,0.651,0.929,0.765,0.839
SIR003_sl1000_mr025_nv10_8,1.0,0.667,0.8,0.917,0.733,0.815,0.867,0.867,0.867,0.867,0.867,0.867,0.923,0.8,0.857
SIR003_sl1000_mr1_nv10_12,0.923,0.444,0.6,0.706,0.444,0.545,0.552,0.593,0.571,0.682,0.556,0.612,0.789,0.556,0.652
SIR003_sl1000_mr05_nv10_9,1.0,0.367,0.537,0.7,0.467,0.56,0.533,0.533,0.533,0.824,0.467,0.596,0.737,0.467,0.571
SEIR01_sl1000_mr025_nv20_15,0.882,0.652,0.75,1.0,0.957,0.978,0.913,0.913,0.913,0.955,0.913,0.933,0.955,0.913,0.933
SIR01_sl1000_mr075_nv10_4,0.9,0.474,0.621,0.897,0.684,0.776,0.795,0.816,0.805,0.784,0.763,0.773,0.919,0.895,0.907
SIR003_sl1000_mr05_nv20_5,0.882,0.625,0.732,0.889,0.667,0.762,0.667,0.667,0.667,0.842,0.667,0.744,0.889,0.667,0.762
SIR01_sl1000_mr075_nv10_2,1.0,0.545,0.706,1.0,0.455,0.625,0.545,0.545,0.545,0.857,0.545,0.667,0.875,0.636,0.737
SEIR015_sl1000_mr05_nv10_18,0.76,0.463,0.576,0.962,0.61,0.746,0.778,0.854,0.814,0.786,0.805,0.795,1.0,0.756,0.861
SIR01_sl1000_mr15_nv5_7,1.0,0.5,0.667,1.0,0.375,0.545,0.375,0.375,0.375,1.0,0.375,0.545,1.0,0.375,0.545
SIR01_sl1000_mr075_nv10_13,1.0,0.286,0.444,0.6,0.429,0.5,0.643,0.643,0.643,0.778,0.5,0.609,1.0,0.429,0.6
SEIR015_sl1000_mr0125_nv10_6,0.857,0.343,0.49,1.0,0.8,0.889,0.784,0.829,0.806,0.893,0.714,0.794,0.964,0.771,0.857
SEIR015_sl1000_mr0125_nv10_20,0.929,0.634,0.754,1.0,0.829,0.907,0.814,0.854,0.833,0.939,0.756,0.838,0.972,0.854,0.909
SIR01_sl1000_mr075_nv10_6,1.0,0.25,0.4,0.667,0.25,0.364,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr3_nv10_17,0.857,0.6,0.706,0.857,0.6,0.706,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.6,0.667
SEIR01_sl1000_mr025_nv20_10,0.8,0.444,0.571,1.0,0.556,0.714,0.667,0.667,0.667,0.857,0.667,0.75,0.875,0.778,0.824
SIR003_sl1000_mr05_nv5_10,1.0,0.512,0.677,0.844,0.659,0.74,0.805,0.805,0.805,0.886,0.756,0.816,0.9,0.659,0.761
SEIR01_sl1000_mr05_nv10_15,0.917,0.688,0.786,0.923,0.75,0.828,0.875,0.875,0.875,0.867,0.812,0.839,0.938,0.938,0.938
SEIR01_sl1000_mr025_nv10_4,0.892,0.635,0.742,0.98,0.923,0.95,0.868,0.885,0.876,0.93,0.769,0.842,0.978,0.865,0.918
SIR01_sl1000_mr3_nv10_18,1.0,0.583,0.737,0.9,0.75,0.818,0.792,0.792,0.792,0.818,0.75,0.783,1.0,0.708,0.829
SEIR01_sl1000_mr025_nv20_16,0.571,0.571,0.571,1.0,0.286,0.444,0.556,0.714,0.625,0.556,0.714,0.625,1.0,1.0,1.0
SIR01_sl250_mr15_nv10_11,0.688,0.458,0.55,0.917,0.458,0.611,0.462,0.5,0.48,0.522,0.5,0.511,0.722,0.542,0.619
SEIR01_sl250_mr025_nv10_7,0.733,0.786,0.759,0.857,0.429,0.571,0.706,0.857,0.774,0.706,0.857,0.774,0.923,0.857,0.889
SEIR015_sl1000_mr025_nv10_15,0.5,0.276,0.356,1.0,0.638,0.779,0.414,0.5,0.453,0.54,0.466,0.5,0.929,0.448,0.605
SEIR01_sl500_mr025_nv10_8,0.812,0.812,0.812,1.0,0.5,0.667,0.737,0.875,0.8,0.737,0.875,0.8,0.889,1.0,0.941
SEIR01_sl1000_mr0125_nv10_16,0.667,0.286,0.4,0.8,0.571,0.667,0.714,0.714,0.714,0.714,0.714,0.714,0.833,0.714,0.769
SEIR015_sl1000_mr0125_nv10_11,0.833,0.385,0.526,1.0,0.692,0.818,0.692,0.692,0.692,0.818,0.692,0.75,1.0,0.769,0.87
SEIR01_sl1000_mr0125_nv10_1,0.846,0.611,0.71,1.0,0.778,0.875,0.684,0.722,0.703,0.765,0.722,0.743,1.0,0.833,0.909
SIR003_sl1000_mr1_nv10_1,1.0,0.471,0.64,0.812,0.765,0.788,0.706,0.706,0.706,0.786,0.647,0.71,0.867,0.765,0.812
SIR003_sl500_mr05_nv10_15,1.0,0.737,0.848,0.929,0.684,0.788,0.842,0.842,0.842,0.889,0.842,0.865,1.0,0.684,0.813
SEIR01_sl250_mr025_nv10_6,0.526,0.455,0.488,0.818,0.409,0.545,0.5,0.636,0.56,0.577,0.682,0.625,0.789,0.682,0.732
SEIR01_sl250_mr025_nv10_3,0.654,0.63,0.642,1.0,0.778,0.875,0.667,0.815,0.733,0.667,0.815,0.733,0.885,0.852,0.868
SEIR01_sl1000_mr025_nv5_1,0.923,0.585,0.716,0.919,0.829,0.872,0.756,0.756,0.756,0.824,0.683,0.747,0.943,0.805,0.868
SEIR015_sl1000_mr05_nv10_17,0.653,0.464,0.542,1.0,0.754,0.86,0.675,0.783,0.725,0.8,0.754,0.776,1.0,0.812,0.896
SIR003_sl250_mr05_nv10_17,0.714,0.556,0.625,0.786,0.489,0.603,0.625,0.667,0.645,0.643,0.6,0.621,0.909,0.667,0.769
SIR003_sl1000_mr05_nv20_15,0.867,0.684,0.765,0.812,0.684,0.743,0.737,0.737,0.737,0.867,0.684,0.765,0.824,0.737,0.778
SEIR01_sl250_mr025_nv10_13,0.5,0.333,0.4,0.5,0.167,0.25,0.571,0.667,0.615,0.5,0.5,0.5,0.6,0.5,0.545
SEIR015_sl1000_mr05_nv10_13,0.949,0.607,0.74,0.981,0.852,0.912,0.951,0.951,0.951,0.942,0.803,0.867,0.98,0.803,0.883
SEIR015_sl1000_mr025_nv5_6,0.545,0.194,0.286,1.0,0.597,0.747,0.551,0.613,0.58,0.688,0.532,0.6,0.931,0.435,0.593
SIR01_sl1000_mr3_nv10_6,0.893,0.463,0.61,0.587,0.5,0.54,0.556,0.556,0.556,0.698,0.556,0.619,0.848,0.519,0.644
SEIR01_sl250_mr025_nv10_15,0.6,0.857,0.706,1.0,0.286,0.444,0.7,1.0,0.824,0.6,0.857,0.706,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv10_8,1.0,0.65,0.788,1.0,0.7,0.824,1.0,1.0,1.0,1.0,0.8,0.889,1.0,0.75,0.857
SEIR015_sl1000_mr05_nv10_10,0.875,0.778,0.824,0,0,0,0.8,0.889,0.842,0.8,0.889,0.842,1.0,0.889,0.941
SEIR015_sl1000_mr025_nv10_13,0.286,0.2,0.235,1.0,0.1,0.182,0.333,0.4,0.364,0.5,0.4,0.444,1.0,0.3,0.462
SEIR015_sl1000_mr0125_nv10_4,1.0,0.6,0.75,1.0,0.7,0.824,0.8,0.8,0.8,1.0,0.8,0.889,1.0,0.8,0.889
SIR01_sl250_mr15_nv10_13,0.667,0.308,0.421,1.0,0.538,0.7,0.438,0.538,0.483,0.5,0.462,0.48,0.818,0.692,0.75
SEIR015_sl1000_mr05_nv10_19,0.571,0.5,0.533,1.0,0.812,0.897,0.757,0.875,0.812,0.794,0.844,0.818,1.0,0.938,0.968
SEIR01_sl1000_mr0125_nv10_18,0.921,0.778,0.843,0.907,0.867,0.886,0.851,0.889,0.87,0.87,0.889,0.879,0.951,0.867,0.907
SEIR01_sl1000_mr025_nv20_9,1.0,0.917,0.957,1.0,0.917,0.957,0.917,0.917,0.917,1.0,0.917,0.957,1.0,0.917,0.957
