dataset,phylo_prec,phylo_rec,phylo_f1,phylo_multi_prec,phylo_multi_rec,phylo_multi_f1,phylo_complex_prec,phylo_complex_rec,phylo_complex_f1,tnet_prec,tnet_rec,tnet_f1,tnet_mul_prec,tnet_mul_rec,tnet_mul_f1,tnet_boot_prec,tnet_boot_rec,tnet_boot_f1
SIR01_sl1000_mr15_nv10_17,1.0,0.55,0.71,1.0,0.8,0.889,1.0,0.8,0.889,0.9,0.9,0.9,0.941,0.8,0.865,1.0,0.8,0.889
SIR01_sl1000_mr15_nv10_18,1.0,0.565,0.722,0.78,0.667,0.719,0.78,0.667,0.719,0.732,0.754,0.743,0.846,0.638,0.727,0.917,0.638,0.752
SIR01_sl1000_mr15_nv10_19,1.0,0.667,0.8,1.0,0.667,0.8,1.0,0.667,0.8,0.889,0.889,0.889,0.889,0.889,0.889,1.0,0.889,0.941
SIR01_sl1000_mr15_nv10_20,0.889,0.889,0.889,0.875,0.778,0.824,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889,0.889
SIR01_sl1000_mr15_nv10_3,0.976,0.695,0.812,0.922,0.797,0.855,0.922,0.797,0.855,0.817,0.831,0.824,0.9,0.763,0.826,0.922,0.797,0.855
SIR01_sl1000_mr15_nv10_5,1.0,0.6,0.75,1.0,0.7,0.824,1.0,0.7,0.824,1.0,1.0,1.0,1.0,0.8,0.889,1.0,0.7,0.824
SIR01_sl1000_mr15_nv10_6,1.0,0.429,0.6,1.0,0.714,0.833,1.0,0.714,0.833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.714,0.833
SIR01_sl1000_mr15_nv10_7,1.0,0.56,0.718,0.919,0.68,0.782,0.895,0.68,0.773,0.78,0.78,0.78,0.868,0.66,0.75,0.944,0.68,0.791
SIR01_sl1000_mr15_nv10_8,1.0,0.6,0.75,1.0,0.4,0.571,1.0,0.4,0.571,0.7,0.7,0.7,1.0,0.6,0.75,1.0,0.9,0.947
SIR01_sl1000_mr15_nv10_9,1.0,0.286,0.444,0.8,0.571,0.667,0.8,0.571,0.667,0.81,0.81,0.81,0.762,0.762,0.762,0.75,0.714,0.732
SIR01_sl1000_mr15_nv20_1,0.944,0.531,0.68,0.862,0.781,0.82,0.862,0.781,0.82,0.781,0.781,0.781,0.958,0.719,0.821,0.88,0.688,0.772
SIR01_sl1000_mr15_nv20_10,1.0,0.615,0.762,0.8,0.615,0.696,0.8,0.615,0.696,0.846,0.846,0.846,0.846,0.846,0.846,1.0,0.692,0.818
SIR01_sl1000_mr15_nv20_11,0.957,0.763,0.849,0.887,0.797,0.839,0.891,0.831,0.86,0.85,0.864,0.857,0.873,0.814,0.842,0.9,0.763,0.826
SIR01_sl1000_mr15_nv20_12,1.0,0.467,0.636,0.875,0.467,0.609,0.889,0.533,0.667,0.667,0.667,0.667,0.9,0.6,0.72,1.0,0.533,0.696
SIR01_sl1000_mr15_nv20_13,1.0,0.667,0.8,1.0,0.667,0.8,1.0,0.667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR01_sl1000_mr15_nv20_14,0.75,0.6,0.667,0.75,0.6,0.667,0.75,0.6,0.667,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.6,0.667
SIR01_sl1000_mr15_nv20_15,0.833,0.357,0.5,0.875,0.5,0.636,0.875,0.5,0.636,0.571,0.571,0.571,0.636,0.5,0.56,0.875,0.5,0.636
SIR01_sl1000_mr15_nv20_16,1.0,0.81,0.895,0.933,0.667,0.778,0.938,0.714,0.811,0.952,0.952,0.952,0.947,0.857,0.9,0.941,0.762,0.842
SIR01_sl1000_mr15_nv20_17,1.0,0.571,0.727,0.9,0.643,0.75,0.9,0.643,0.75,0.786,0.786,0.786,0.786,0.786,0.786,0.9,0.643,0.75
SIR01_sl1000_mr15_nv20_18,1.0,0.833,0.909,0.958,0.767,0.852,0.96,0.8,0.873,0.933,0.933,0.933,0.963,0.867,0.912,0.962,0.833,0.893
SIR01_sl1000_mr15_nv20_19,0.976,0.784,0.87,0.976,0.784,0.87,0.976,0.784,0.87,0.882,0.882,0.882,0.978,0.863,0.917,0.977,0.843,0.905
SIR01_sl1000_mr15_nv20_2,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571,0.7,0.7,0.7,1.0,0.5,0.667,1.0,0.6,0.75
SIR01_sl1000_mr15_nv20_20,1.0,0.643,0.783,0.917,0.786,0.846,0.917,0.786,0.846,0.857,0.857,0.857,0.857,0.857,0.857,0.923,0.857,0.889
SIR01_sl1000_mr15_nv20_3,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.4,0.571,0.8,0.8,0.8,1.0,0.4,0.571,1.0,0.4,0.571
SIR01_sl1000_mr15_nv20_4,1.0,0.536,0.698,0.836,0.739,0.785,0.839,0.754,0.794,0.797,0.797,0.797,0.879,0.739,0.803,0.922,0.681,0.783
SIR01_sl1000_mr15_nv20_5,1.0,0.5,0.667,0.75,0.6,0.667,0.75,0.6,0.667,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.889
SIR01_sl1000_mr15_nv20_6,1.0,0.625,0.769,1.0,0.75,0.857,1.0,0.75,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR01_sl1000_mr15_nv20_7,1.0,0.607,0.756,1.0,0.75,0.857,1.0,0.75,0.857,0.857,0.857,0.857,0.846,0.786,0.815,1.0,0.75,0.857
SIR01_sl1000_mr15_nv20_8,0.971,0.688,0.805,0.974,0.792,0.874,0.974,0.792,0.874,0.812,0.812,0.812,0.925,0.771,0.841,0.974,0.792,0.874
SIR01_sl1000_mr15_nv20_9,1.0,0.654,0.791,0.909,0.769,0.833,0.909,0.769,0.833,0.741,0.769,0.755,0.947,0.692,0.8,0.895,0.654,0.756
SIR01_sl1000_mr15_nv5_1,1.0,0.5,0.667,0.8,0.571,0.667,0.81,0.607,0.694,0.714,0.714,0.714,0.818,0.643,0.72,0.938,0.536,0.682
SIR01_sl1000_mr15_nv5_10,1.0,0.727,0.842,1.0,0.727,0.842,1.0,0.727,0.842,0.818,0.818,0.818,1.0,0.727,0.842,1.0,0.727,0.842
SIR01_sl1000_mr15_nv5_11,1.0,0.222,0.364,0.75,0.333,0.462,0.75,0.333,0.462,0.778,0.778,0.778,0.857,0.667,0.75,0.875,0.778,0.824
SIR01_sl1000_mr15_nv5_12,0.857,0.522,0.649,0.588,0.435,0.5,0.632,0.522,0.571,0.609,0.609,0.609,0.667,0.522,0.585,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_13,0.9,0.562,0.692,0.818,0.562,0.667,0.833,0.625,0.714,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
SIR01_sl1000_mr15_nv5_14,0.917,0.5,0.647,0.833,0.682,0.75,0.833,0.682,0.75,0.783,0.818,0.8,0.812,0.591,0.684,0.833,0.682,0.75
SIR01_sl1000_mr15_nv5_15,0.96,0.533,0.686,0.825,0.733,0.776,0.825,0.733,0.776,0.756,0.756,0.756,0.769,0.667,0.714,0.865,0.711,0.78
SIR01_sl1000_mr15_nv5_16,0.714,0.556,0.625,1.0,0.222,0.364,1.0,0.333,0.5,0.556,0.556,0.556,1.0,0.444,0.615,1.0,0.444,0.615
SIR01_sl1000_mr15_nv5_17,1.0,0.625,0.769,1.0,0.5,0.667,1.0,0.625,0.769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SIR01_sl1000_mr15_nv5_18,1.0,0.444,0.615,0.714,0.556,0.625,0.714,0.556,0.625,0.778,0.778,0.778,1.0,0.667,0.8,0.875,0.778,0.824
SIR01_sl1000_mr15_nv5_19,1.0,0.333,0.5,0.765,0.619,0.684,0.765,0.619,0.684,0.667,0.667,0.667,0.647,0.524,0.579,0.857,0.571,0.686
SIR01_sl1000_mr15_nv5_2,0.929,0.371,0.531,0.786,0.629,0.698,0.793,0.657,0.719,0.657,0.657,0.657,0.741,0.571,0.645,0.95,0.543,0.691
SIR01_sl1000_mr15_nv5_20,1.0,0.412,0.583,0.923,0.706,0.8,0.923,0.706,0.8,0.765,0.765,0.765,0.917,0.647,0.759,0.929,0.765,0.839
SIR01_sl1000_mr15_nv5_3,1.0,0.222,0.364,0.6,0.333,0.429,0.6,0.333,0.429,0.667,0.667,0.667,0.833,0.556,0.667,0.625,0.556,0.588
SIR01_sl1000_mr15_nv5_4,1.0,0.28,0.438,0.867,0.52,0.65,0.867,0.52,0.65,0.52,0.52,0.52,0.647,0.44,0.524,0.933,0.56,0.7
SIR01_sl1000_mr15_nv5_5,1.0,0.273,0.429,0.714,0.455,0.556,0.714,0.455,0.556,0.818,0.818,0.818,0.818,0.818,0.818,1.0,0.455,0.625
SIR01_sl1000_mr15_nv5_6,1.0,0.478,0.647,0.846,0.478,0.611,0.846,0.478,0.611,0.565,0.565,0.565,0.846,0.478,0.611,0.917,0.478,0.629
SIR01_sl1000_mr15_nv5_7,1.0,0.5,0.667,1.0,0.375,0.545,1.0,0.5,0.667,0.625,0.625,0.625,1.0,0.375,0.545,1.0,0.375,0.545
SIR01_sl1000_mr15_nv5_8,1.0,0.25,0.4,0.4,0.25,0.308,0.4,0.25,0.308,0.5,0.5,0.5,0.8,0.5,0.615,1.0,0.375,0.545
SIR01_sl1000_mr15_nv5_9,1.0,0.426,0.597,0.8,0.596,0.683,0.8,0.596,0.683,0.745,0.745,0.745,0.839,0.553,0.667,0.867,0.553,0.675
SIR01_sl1000_mr3_nv10_1,1.0,0.567,0.723,0.75,0.7,0.724,0.75,0.7,0.724,0.867,0.867,0.867,0.88,0.733,0.8,0.8,0.667,0.727
SIR01_sl1000_mr3_nv10_10,1.0,0.667,0.8,0.875,0.778,0.824,0.875,0.778,0.824,1.0,1.0,1.0,1.0,0.778,0.875,0.875,0.778,0.824
SIR01_sl1000_mr3_nv10_11,1.0,0.456,0.627,0.86,0.649,0.74,0.864,0.667,0.752,0.737,0.737,0.737,0.947,0.632,0.758,0.95,0.667,0.784
SIR01_sl1000_mr3_nv10_12,0.957,0.647,0.772,0.923,0.706,0.8,0.926,0.735,0.82,0.771,0.794,0.783,0.893,0.735,0.806,0.929,0.765,0.839
SIR01_sl1000_mr3_nv10_13,0.952,0.556,0.702,0.897,0.722,0.8,0.897,0.722,0.8,0.722,0.722,0.722,0.815,0.611,0.698,1.0,0.694,0.82
SIR01_sl1000_mr3_nv10_14,0.95,0.679,0.792,1.0,0.821,0.902,1.0,0.857,0.923,0.862,0.893,0.877,0.926,0.893,0.909,1.0,0.964,0.982
SIR01_sl1000_mr3_nv10_15,1.0,0.333,0.5,1.0,0.444,0.615,1.0,0.444,0.615,0.778,0.778,0.778,1.0,0.444,0.615,1.0,0.556,0.714
SIR01_sl1000_mr3_nv10_16,0.952,0.625,0.755,0.923,0.75,0.828,0.926,0.781,0.847,0.844,0.844,0.844,0.885,0.719,0.793,0.923,0.75,0.828
SIR01_sl1000_mr3_nv10_17,1.0,0.7,0.824,1.0,0.7,0.824,1.0,0.7,0.824,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.7,0.778
SIR01_sl1000_mr3_nv10_18,1.0,0.583,0.737,0.9,0.75,0.818,0.9,0.75,0.818,0.875,0.875,0.875,0.818,0.75,0.783,1.0,0.708,0.829
SIR01_sl1000_mr3_nv10_19,1.0,0.433,0.605,0.56,0.467,0.509,0.56,0.467,0.509,0.567,0.567,0.567,0.875,0.467,0.609,1.0,0.433,0.605
SIR01_sl1000_mr3_nv10_2,1.0,0.556,0.714,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr3_nv10_20,1.0,0.417,0.588,0.727,0.667,0.696,0.727,0.667,0.696,0.833,0.833,0.833,0.8,0.667,0.727,0.8,0.667,0.727
SIR01_sl1000_mr3_nv10_3,1.0,0.65,0.788,0.842,0.8,0.821,0.85,0.85,0.85,0.7,0.7,0.7,0.7,0.7,0.7,0.882,0.75,0.811
SIR01_sl1000_mr3_nv10_4,1.0,0.417,0.588,1.0,0.417,0.588,1.0,0.417,0.588,0.917,0.917,0.917,0.9,0.75,0.818,0.889,0.667,0.762
SIR01_sl1000_mr3_nv10_5,0.938,0.536,0.682,0.826,0.679,0.745,0.833,0.714,0.769,0.821,0.821,0.821,0.84,0.75,0.792,0.842,0.571,0.681
SIR01_sl1000_mr3_nv10_6,0.964,0.5,0.659,0.609,0.519,0.56,0.62,0.574,0.596,0.63,0.63,0.63,0.744,0.593,0.66,0.879,0.537,0.667
SIR01_sl1000_mr3_nv10_7,1.0,0.435,0.606,0.722,0.565,0.634,0.722,0.565,0.634,0.696,0.696,0.696,0.727,0.696,0.711,0.923,0.522,0.667
SIR01_sl1000_mr3_nv10_8,1.0,0.6,0.75,1.0,0.6,0.75,1.0,0.6,0.75,0.8,0.8,0.8,1.0,0.6,0.75,1.0,0.6,0.75
SIR01_sl1000_mr3_nv10_9,1.0,0.517,0.682,0.9,0.621,0.735,0.9,0.621,0.735,0.724,0.724,0.724,0.941,0.552,0.696,0.947,0.621,0.75
SIR01_sl250_mr15_nv10_1,0.917,0.647,0.759,1.0,0.412,0.583,1.0,0.588,0.741,0.667,0.706,0.686,0.833,0.588,0.69,1.0,0.529,0.692
SIR01_sl250_mr15_nv10_10,0.78,0.571,0.66,0.923,0.429,0.585,0.902,0.661,0.763,0.623,0.679,0.65,0.735,0.643,0.686,0.935,0.518,0.667
SIR01_sl250_mr15_nv10_11,0.75,0.5,0.6,0.917,0.458,0.611,0.938,0.625,0.75,0.538,0.583,0.56,0.609,0.583,0.596,0.778,0.583,0.667
SIR01_sl250_mr15_nv10_12,0.786,0.579,0.667,0.857,0.632,0.727,0.867,0.684,0.765,0.652,0.789,0.714,0.737,0.737,0.737,0.929,0.684,0.788
SIR01_sl250_mr15_nv10_13,0.833,0.385,0.526,1.0,0.538,0.7,0.917,0.846,0.88,0.6,0.692,0.643,0.636,0.538,0.583,0.909,0.769,0.833
SIR01_sl250_mr15_nv10_14,0.636,0.467,0.538,0.857,0.4,0.545,0.9,0.6,0.72,0.444,0.533,0.485,0.471,0.533,0.5,0.917,0.733,0.815
SIR01_sl250_mr15_nv10_15,1.0,0.375,0.545,1.0,0.25,0.4,1.0,0.5,0.667,0.667,0.75,0.706,1.0,0.375,0.545,1.0,0.5,0.667
SIR01_sl250_mr15_nv10_16,0.933,0.609,0.737,1.0,0.565,0.722,1.0,0.739,0.85,0.696,0.696,0.696,0.652,0.652,0.652,1.0,0.609,0.757
SIR01_sl250_mr15_nv10_17,1.0,1.0,1.0,1.0,0.429,0.6,1.0,0.714,0.833,0.857,0.857,0.857,0.857,0.857,0.857,1.0,0.857,0.923
SIR01_sl250_mr15_nv10_18,0.733,0.55,0.629,0.8,0.4,0.533,0.786,0.55,0.647,0.615,0.8,0.696,0.636,0.7,0.667,0.833,0.5,0.625
SIR01_sl250_mr15_nv10_19,1.0,0.714,0.833,1.0,0.571,0.727,1.0,0.714,0.833,0.875,1.0,0.933,0.875,1.0,0.933,1.0,0.857,0.923
SIR01_sl250_mr15_nv10_2,0.7,0.778,0.737,1.0,0.444,0.615,1.0,0.667,0.8,0.7,0.778,0.737,0.778,0.778,0.778,1.0,0.778,0.875
SIR01_sl250_mr15_nv10_20,0.8,0.571,0.667,1.0,0.286,0.444,1.0,0.571,0.727,0.714,0.714,0.714,0.714,0.714,0.714,1.0,0.429,0.6
SIR01_sl250_mr15_nv10_3,0.909,0.714,0.8,1.0,0.357,0.526,0.875,0.5,0.636,0.706,0.857,0.774,0.857,0.857,0.857,1.0,0.571,0.727
SIR01_sl250_mr15_nv10_4,0.636,0.583,0.609,0.667,0.333,0.444,0.667,0.333,0.444,0.615,0.667,0.64,0.583,0.583,0.583,0.778,0.583,0.667
SIR01_sl250_mr15_nv10_5,1.0,0.667,0.8,1.0,0.556,0.714,1.0,0.667,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.778,0.875
SIR01_sl250_mr15_nv10_6,0.667,0.419,0.514,0.929,0.302,0.456,0.808,0.488,0.609,0.52,0.605,0.559,0.529,0.419,0.468,0.952,0.465,0.625
SIR01_sl250_mr15_nv10_7,0.88,0.537,0.667,0.824,0.341,0.483,0.88,0.537,0.667,0.681,0.78,0.727,0.765,0.634,0.693,0.917,0.537,0.677
SIR01_sl250_mr15_nv10_8,0.667,0.222,0.333,0.8,0.444,0.571,0.8,0.444,0.571,0.667,0.667,0.667,0.667,0.444,0.533,1.0,0.556,0.714
SIR01_sl250_mr15_nv10_9,0.714,0.5,0.588,1.0,0.3,0.462,1.0,0.5,0.667,0.5,0.7,0.583,0.75,0.6,0.667,1.0,0.4,0.571
SIR01_sl500_mr15_nv10_1,1.0,0.4,0.571,1.0,0.4,0.571,1.0,0.6,0.75,0.6,0.6,0.6,1.0,0.4,0.571,1.0,0.6,0.75
SIR01_sl500_mr15_nv10_10,0.714,0.385,0.5,0.75,0.462,0.571,0.778,0.538,0.636,0.692,0.692,0.692,0.692,0.692,0.692,0.75,0.462,0.571
SIR01_sl500_mr15_nv10_11,1.0,0.529,0.692,1.0,0.647,0.786,1.0,0.647,0.786,0.722,0.765,0.743,0.917,0.647,0.759,0.923,0.706,0.8
SIR01_sl500_mr15_nv10_12,0.6,0.5,0.545,1.0,0.167,0.286,1.0,0.167,0.286,0.5,0.667,0.571,0.6,0.5,0.545,1.0,0.167,0.286
SIR01_sl500_mr15_nv10_13,1.0,0.429,0.6,1.0,0.714,0.833,1.0,0.714,0.833,0.857,0.857,0.857,0.833,0.714,0.769,1.0,0.714,0.833
SIR01_sl500_mr15_nv10_14,0.826,0.487,0.613,0.786,0.564,0.657,0.8,0.615,0.696,0.692,0.692,0.692,0.71,0.564,0.629,0.913,0.538,0.677
SIR01_sl500_mr15_nv10_15,0.895,0.567,0.694,0.81,0.567,0.667,0.792,0.633,0.704,0.667,0.733,0.698,0.677,0.7,0.689,0.826,0.633,0.717
SIR01_sl500_mr15_nv10_16,1.0,0.6,0.75,1.0,0.7,0.824,0.875,0.7,0.778,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
SIR01_sl500_mr15_nv10_17,0.833,0.769,0.8,1.0,0.615,0.762,0.917,0.846,0.88,0.846,0.846,0.846,0.833,0.769,0.8,1.0,0.769,0.87
SIR01_sl500_mr15_nv10_18,0.812,0.52,0.634,0.882,0.6,0.714,0.882,0.6,0.714,0.68,0.68,0.68,0.789,0.6,0.682,0.941,0.64,0.762
SIR01_sl500_mr15_nv10_19,1.0,0.556,0.714,0.9,0.667,0.766,0.9,0.667,0.766,0.852,0.852,0.852,0.826,0.704,0.76,0.95,0.704,0.809
SIR01_sl500_mr15_nv10_2,0.938,0.714,0.811,0.933,0.667,0.778,0.941,0.762,0.842,0.818,0.857,0.837,0.81,0.81,0.81,0.95,0.905,0.927
SIR01_sl500_mr15_nv10_20,0.933,0.56,0.7,1.0,0.64,0.78,1.0,0.68,0.81,0.8,0.8,0.8,0.95,0.76,0.844,1.0,0.72,0.837
SIR01_sl500_mr15_nv10_3,0.917,0.579,0.71,0.875,0.737,0.8,0.882,0.789,0.833,0.8,0.842,0.821,0.8,0.842,0.821,0.933,0.737,0.824
SIR01_sl500_mr15_nv10_4,0.967,0.592,0.734,0.816,0.633,0.713,0.825,0.673,0.742,0.776,0.776,0.776,0.892,0.673,0.767,0.882,0.612,0.723
SIR01_sl500_mr15_nv10_5,0.931,0.519,0.667,0.919,0.654,0.764,0.932,0.788,0.854,0.709,0.75,0.729,0.85,0.654,0.739,0.951,0.75,0.839
SIR01_sl500_mr15_nv10_6,1.0,0.828,0.906,1.0,0.655,0.792,1.0,0.759,0.863,1.0,1.0,1.0,1.0,0.966,0.982,1.0,0.759,0.863
SIR01_sl500_mr15_nv10_7,1.0,0.714,0.833,1.0,0.571,0.727,1.0,0.571,0.727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.714,0.833
SIR01_sl500_mr15_nv10_8,1.0,0.375,0.545,1.0,0.5,0.667,1.0,0.5,0.667,0.625,0.625,0.625,0.8,0.5,0.615,1.0,0.5,0.667
SIR01_sl500_mr15_nv10_9,1.0,0.526,0.69,0.929,0.684,0.788,0.933,0.737,0.824,0.705,0.754,0.729,0.844,0.667,0.745,0.977,0.737,0.84
